GameID,GameDate,Time,AwayTeam,AwayAbbrev,AwayPoints,HomeTeam,HomeAbbrev,HomePoints,Overtime,Attendance,LOG,Arena,SeasonID,Notes
20101201_ATLVMEM,12/1/2010,19:00,Memphis Grizzlies,MEM,109,Atlanta Hawks,ATL,112,,11513,2:25,Philips Arena,2010-11,
20101201_NJNVOKC,12/1/2010,19:00,Oklahoma City Thunder,OKC,123,New Jersey Nets,NJN,120,3OT,13108,3:21,Prudential Center,2010-11,
20101201_TORVWAS,12/1/2010,19:00,Washington Wizards,WAS,108,Toronto Raptors,TOR,127,,15209,2:17,Air Canada Centre,2010-11,
20101201_BOSVPOR,12/1/2010,19:30,Portland Trail Blazers,POR,95,Boston Celtics,BOS,99,,18624,2:21,TD Garden,2010-11,
20101201_MIAVDET,12/1/2010,19:30,Detroit Pistons,DET,72,Miami Heat,MIA,97,,19600,2:03,AmericanAirlines Arena,2010-11,
20101201_CHIVORL,12/1/2010,20:00,Orlando Magic,ORL,107,Chicago Bulls,CHI,78,,21435,2:14,United Center,2010-11,
20101201_NOHVCHA,12/1/2010,20:00,Charlotte Bobcats,CHA,73,New Orleans Hornets,NOH,89,,10866,2:13,New Orleans Arena,2010-11,
20101201_DALVMIN,12/1/2010,20:30,Minnesota Timberwolves,MIN,86,Dallas Mavericks,DAL,100,,19567,2:07,American Airlines Center,2010-11,
20101201_HOUVLAL,12/1/2010,20:30,Los Angeles Lakers,LAL,99,Houston Rockets,HOU,109,,18116,2:14,Toyota Center,2010-11,
20101201_DENVMIL,12/1/2010,21:00,Milwaukee Bucks,MIL,94,Denver Nuggets,DEN,105,,14221,2:20,Pepsi Center,2010-11,
20101201_UTHVIND,12/1/2010,21:00,Indiana Pacers,IND,88,Utah Jazz,UTH,110,,18732,2:05,EnergySolutions Arena,2010-11,
20101201_LACVSAS,12/1/2010,22:30,San Antonio Spurs,SAS,85,Los Angeles Clippers,LAC,90,,16584,2:20,STAPLES Center,2010-11,
20101202_CLEVMIA,12/2/2010,20:00,Miami Heat,MIA,118,Cleveland Cavaliers,CLE,90,,20562,2:34,Quicken Loans Arena,2010-11,
20101202_GSWVPHO,12/2/2010,22:30,Phoenix Suns,PHO,107,Golden State Warriors,GSW,101,,18328,2:21,Oracle Arena,2010-11,
20101203_CHAVNJN,12/3/2010,19:00,New Jersey Nets,NJN,84,Charlotte Bobcats,CHA,91,OT,12183,2:41,Time Warner Cable Arena,2010-11,
20101203_TORVOKC,12/3/2010,19:00,Oklahoma City Thunder,OKC,99,Toronto Raptors,TOR,111,,16774,2:14,Air Canada Centre,2010-11,
20101203_WASVPOR,12/3/2010,19:00,Portland Trail Blazers,POR,79,Washington Wizards,WAS,83,,13408,2:20,Verizon Center,2010-11,
20101203_ATLVPHI,12/3/2010,19:30,Philadelphia 76ers,PHI,88,Atlanta Hawks,ATL,93,,12140,2:12,Philips Arena,2010-11,
20101203_DETVORL,12/3/2010,19:30,Orlando Magic,ORL,104,Detroit Pistons,DET,91,,18433,2:11,The Palace of Auburn Hills,2010-11,
20101203_BOSVCHI,12/3/2010,20:00,Chicago Bulls,CHI,92,Boston Celtics,BOS,104,,18624,2:30,TD Garden,2010-11,
20101203_MEMVHOU,12/3/2010,20:00,Houston Rockets,HOU,127,Memphis Grizzlies,MEM,111,,14577,2:11,FedEx Forum,2010-11,
20101203_NOHVNYK,12/3/2010,20:00,New York Knicks,NYK,100,New Orleans Hornets,NOH,92,,14020,2:11,New Orleans Arena,2010-11,
20101203_SASVMIN,12/3/2010,20:30,Minnesota Timberwolves,MIN,101,San Antonio Spurs,SAS,107,,18581,2:22,AT&T Center,2010-11,
20101203_DENVLAC,12/3/2010,21:00,Los Angeles Clippers,LAC,104,Denver Nuggets,DEN,109,,15829,2:42,Pepsi Center,2010-11,
20101203_PHOVIND,12/3/2010,21:00,Indiana Pacers,IND,97,Phoenix Suns,PHO,105,,16991,2:21,US Airways Center,2010-11,
20101203_LALVSAC,12/3/2010,22:30,Sacramento Kings,SAC,80,Los Angeles Lakers,LAL,113,,18997,2:11,STAPLES Center,2010-11,
20101203_UTHVDAL,12/3/2010,22:30,Dallas Mavericks,DAL,93,Utah Jazz,UTH,81,,19623,2:19,EnergySolutions Arena,2010-11,
20101204_MIAVATL,12/4/2010,19:30,Atlanta Hawks,ATL,77,Miami Heat,MIA,89,,19600,2:09,AmericanAirlines Arena,2010-11,
20101204_PHIVCHA,12/4/2010,19:30,Charlotte Bobcats,CHA,91,Philadelphia 76ers,PHI,109,,14611,2:12,Wells Fargo Center,2010-11,
20101204_CHIVHOU,12/4/2010,20:00,Houston Rockets,HOU,116,Chicago Bulls,CHI,119,OT,21232,2:29,United Center,2010-11,
20101204_MINVCLE,12/4/2010,20:00,Cleveland Cavaliers,CLE,95,Minnesota Timberwolves,MIN,129,,14422,2:08,Target Center,2010-11,
20101204_MILVORL,12/4/2010,20:30,Orlando Magic,ORL,85,Milwaukee Bucks,MIL,96,,16218,2:19,Bradley Center,2010-11,
20101204_SACVDAL,12/4/2010,22:00,Dallas Mavericks,DAL,105,Sacramento Kings,SAC,103,,12900,2:18,Power Balance Pavilion,2010-11,
20101205_NJNVBOS,12/5/2010,13:00,Boston Celtics,BOS,100,New Jersey Nets,NJN,75,,16196,2:11,Prudential Center,2010-11,
20101205_TORVNYK,12/5/2010,13:00,New York Knicks,NYK,116,Toronto Raptors,TOR,99,,16891,2:08,Air Canada Centre,2010-11,
20101205_DETVCLE,12/5/2010,18:00,Cleveland Cavaliers,CLE,92,Detroit Pistons,DET,102,,13081,2:17,The Palace of Auburn Hills,2010-11,
20101205_OKCVGSW,12/5/2010,19:00,Golden State Warriors,GSW,109,Oklahoma City Thunder,OKC,114,,18203,2:26,Chesapeake Energy Arena,2010-11,
20101205_SASVNOH,12/5/2010,19:00,New Orleans Hornets,NOH,84,San Antonio Spurs,SAS,109,,17571,2:03,AT&T Center,2010-11,
20101205_DENVMEM,12/5/2010,20:00,Memphis Grizzlies,MEM,107,Denver Nuggets,DEN,108,,15017,2:20,Pepsi Center,2010-11,
20101205_PHOVWAS,12/5/2010,20:00,Washington Wizards,WAS,108,Phoenix Suns,PHO,125,,17430,2:13,US Airways Center,2010-11,
20101205_PORVLAC,12/5/2010,21:00,Los Angeles Clippers,LAC,91,Portland Trail Blazers,POR,100,,20139,2:41,Rose Garden Arena,2010-11,
20101206_INDVTOR,12/6/2010,19:00,Toronto Raptors,TOR,100,Indiana Pacers,IND,124,,11930,2:06,Conseco Fieldhouse,2010-11,
20101206_ORLVATL,12/6/2010,19:00,Atlanta Hawks,ATL,80,Orlando Magic,ORL,74,,18846,2:21,Amway Center,2010-11,
20101206_NYKVMIN,12/6/2010,19:30,Minnesota Timberwolves,MIN,114,New York Knicks,NYK,121,,19763,2:23,Madison Square Garden (IV),2010-11,
20101206_CHIVOKC,12/6/2010,20:00,Oklahoma City Thunder,OKC,90,Chicago Bulls,CHI,99,,21184,2:26,United Center,2010-11,
20101206_MILVMIA,12/6/2010,20:00,Miami Heat,MIA,88,Milwaukee Bucks,MIL,78,,17167,2:14,Bradley Center,2010-11,
20101206_UTHVMEM,12/6/2010,21:00,Memphis Grizzlies,MEM,85,Utah Jazz,UTH,94,,19131,2:11,EnergySolutions Arena,2010-11,
20101206_LACVSAC,12/6/2010,22:30,Sacramento Kings,SAC,91,Los Angeles Clippers,LAC,98,,14964,2:35,STAPLES Center,2010-11,
20101207_ATLVNJN,12/7/2010,19:00,New Jersey Nets,NJN,101,Atlanta Hawks,ATL,116,,14273,2:21,Philips Arena,2010-11,
20101207_CHAVDEN,12/7/2010,19:00,Denver Nuggets,DEN,98,Charlotte Bobcats,CHA,100,,15737,2:11,Time Warner Cable Arena,2010-11,
20101207_PHIVCLE,12/7/2010,19:00,Cleveland Cavaliers,CLE,97,Philadelphia 76ers,PHI,117,,10662,2:02,Wells Fargo Center,2010-11,
20101207_DALVGSW,12/7/2010,20:30,Golden State Warriors,GSW,100,Dallas Mavericks,DAL,105,,19593,2:11,American Airlines Center,2010-11,
20101207_HOUVDET,12/7/2010,20:30,Detroit Pistons,DET,83,Houston Rockets,HOU,97,,14798,2:12,Toyota Center,2010-11,
20101207_PORVPHO,12/7/2010,22:00,Phoenix Suns,PHO,99,Portland Trail Blazers,POR,106,,20151,2:28,Rose Garden Arena,2010-11,
20101207_LALVWAS,12/7/2010,22:30,Washington Wizards,WAS,108,Los Angeles Lakers,LAL,115,,18997,2:27,STAPLES Center,2010-11,
20101208_BOSVDEN,12/8/2010,19:00,Denver Nuggets,DEN,89,Boston Celtics,BOS,105,,18624,2:23,TD Garden,2010-11,
20101208_CLEVCHI,12/8/2010,19:00,Chicago Bulls,CHI,88,Cleveland Cavaliers,CLE,83,,20562,2:16,Quicken Loans Arena,2010-11,
20101208_NYKVTOR,12/8/2010,19:30,Toronto Raptors,TOR,110,New York Knicks,NYK,113,,19763,2:20,Madison Square Garden (IV),2010-11,
20101208_MILVIND,12/8/2010,20:00,Indiana Pacers,IND,95,Milwaukee Bucks,MIL,97,,12789,2:18,Bradley Center,2010-11,
20101208_MINVOKC,12/8/2010,20:00,Oklahoma City Thunder,OKC,111,Minnesota Timberwolves,MIN,103,,13907,2:22,Target Center,2010-11,
20101208_NOHVDET,12/8/2010,20:00,Detroit Pistons,DET,74,New Orleans Hornets,NOH,93,,10823,2:09,New Orleans Arena,2010-11,
20101208_SASVGSW,12/8/2010,20:30,Golden State Warriors,GSW,94,San Antonio Spurs,SAS,111,,16913,2:04,AT&T Center,2010-11,
20101208_PHOVMEM,12/8/2010,21:00,Memphis Grizzlies,MEM,104,Phoenix Suns,PHO,98,OT,16288,2:49,US Airways Center,2010-11,
20101208_UTHVMIA,12/8/2010,21:00,Miami Heat,MIA,111,Utah Jazz,UTH,98,,19911,2:12,EnergySolutions Arena,2010-11,
20101208_SACVWAS,12/8/2010,22:00,Washington Wizards,WAS,91,Sacramento Kings,SAC,116,,12308,2:15,Power Balance Pavilion,2010-11,
20101208_LACVLAL,12/8/2010,22:30,Los Angeles Lakers,LAL,87,Los Angeles Clippers,LAC,86,,19614,2:21,STAPLES Center,2010-11,
20101209_PHIVBOS,12/9/2010,20:00,Boston Celtics,BOS,102,Philadelphia 76ers,PHI,101,,17948,2:26,Wells Fargo Center,2010-11,
20101209_DALVNJN,12/9/2010,20:30,New Jersey Nets,NJN,89,Dallas Mavericks,DAL,102,,19666,2:11,American Airlines Center,2010-11,
20101209_PORVORL,12/9/2010,22:30,Orlando Magic,ORL,83,Portland Trail Blazers,POR,97,,20219,2:33,Rose Garden Arena,2010-11,
20101210_INDVCHA,12/10/2010,19:00,Charlotte Bobcats,CHA,92,Indiana Pacers,IND,100,,13128,2:12,Conseco Fieldhouse,2010-11,
20101210_TORVDEN,12/10/2010,19:00,Denver Nuggets,DEN,123,Toronto Raptors,TOR,116,,14714,2:15,Air Canada Centre,2010-11,
20101210_WASVNYK,12/10/2010,19:00,New York Knicks,NYK,101,Washington Wizards,WAS,95,,18542,2:19,Verizon Center,2010-11,
20101210_CHIVLAL,12/10/2010,20:00,Los Angeles Lakers,LAL,84,Chicago Bulls,CHI,88,,22760,2:26,United Center,2010-11,
20101210_MINVDET,12/10/2010,20:00,Detroit Pistons,DET,99,Minnesota Timberwolves,MIN,109,,13988,2:15,Target Center,2010-11,
20101210_NOHVOKC,12/10/2010,20:00,Oklahoma City Thunder,OKC,97,New Orleans Hornets,NOH,92,,14428,2:17,New Orleans Arena,2010-11,
20101210_MILVHOU,12/10/2010,20:30,Houston Rockets,HOU,91,Milwaukee Bucks,MIL,97,,14526,2:14,Bradley Center,2010-11,
20101210_SASVATL,12/10/2010,20:30,Atlanta Hawks,ATL,92,San Antonio Spurs,SAS,108,,17576,2:12,AT&T Center,2010-11,
20101210_PHOVPOR,12/10/2010,21:00,Portland Trail Blazers,POR,101,Phoenix Suns,PHO,94,,17284,2:16,US Airways Center,2010-11,
20101210_UTHVORL,12/10/2010,21:00,Orlando Magic,ORL,105,Utah Jazz,UTH,117,,18765,2:19,EnergySolutions Arena,2010-11,
20101210_GSWVMIA,12/10/2010,22:30,Miami Heat,MIA,106,Golden State Warriors,GSW,84,,20036,2:22,Oracle Arena,2010-11,
20101211_LACVMEM,12/11/2010,15:30,Memphis Grizzlies,MEM,84,Los Angeles Clippers,LAC,83,,14970,2:27,STAPLES Center,2010-11,
20101211_ATLVIND,12/11/2010,19:00,Indiana Pacers,IND,83,Atlanta Hawks,ATL,97,,14131,2:18,Philips Arena,2010-11,
20101211_CHAVBOS,12/11/2010,19:00,Boston Celtics,BOS,93,Charlotte Bobcats,CHA,62,,19603,2:10,Time Warner Cable Arena,2010-11,
20101211_DETVTOR,12/11/2010,19:30,Toronto Raptors,TOR,120,Detroit Pistons,DET,116,,13343,2:29,The Palace of Auburn Hills,2010-11,
20101211_CHIVMIN,12/11/2010,20:00,Minnesota Timberwolves,MIN,82,Chicago Bulls,CHI,113,,21102,2:13,United Center,2010-11,
20101211_DALVUTH,12/11/2010,20:30,Utah Jazz,UTH,97,Dallas Mavericks,DAL,103,,20074,2:20,American Airlines Center,2010-11,
20101211_HOUVCLE,12/11/2010,20:30,Cleveland Cavaliers,CLE,95,Houston Rockets,HOU,110,,15532,2:07,Toyota Center,2010-11,
20101211_SACVMIA,12/11/2010,22:00,Miami Heat,MIA,104,Sacramento Kings,SAC,83,,16396,2:16,Power Balance Pavilion,2010-11,
20101212_NYKVDEN,12/12/2010,12:00,Denver Nuggets,DEN,125,New York Knicks,NYK,129,,19387,2:23,Madison Square Garden (IV),2010-11,
20101212_PHIVNOH,12/12/2010,12:00,New Orleans Hornets,NOH,70,Philadelphia 76ers,PHI,88,,13884,2:07,Wells Fargo Center,2010-11,
20101212_NJNVLAL,12/12/2010,13:00,Los Angeles Lakers,LAL,99,New Jersey Nets,NJN,92,,16561,2:20,Prudential Center,2010-11,
20101212_SASVPOR,12/12/2010,15:30,Portland Trail Blazers,POR,78,San Antonio Spurs,SAS,95,,16743,2:06,AT&T Center,2010-11,
20101212_OKCVCLE,12/12/2010,19:00,Cleveland Cavaliers,CLE,77,Oklahoma City Thunder,OKC,106,,18203,2:12,Chesapeake Energy Arena,2010-11,
20101212_LACVORL,12/12/2010,21:30,Orlando Magic,ORL,94,Los Angeles Clippers,LAC,85,,18278,2:26,STAPLES Center,2010-11,
20101213_MIAVNOH,12/13/2010,19:30,New Orleans Hornets,NOH,84,Miami Heat,MIA,96,,19600,2:27,AmericanAirlines Arena,2010-11,
20101213_CHIVIND,12/13/2010,20:00,Indiana Pacers,IND,73,Chicago Bulls,CHI,92,,21287,2:04,United Center,2010-11,
20101213_MEMVPOR,12/13/2010,20:00,Portland Trail Blazers,POR,73,Memphis Grizzlies,MEM,86,,10467,2:16,FedEx Forum,2010-11,
20101213_DALVMIL,12/13/2010,20:30,Milwaukee Bucks,MIL,103,Dallas Mavericks,DAL,99,,19720,2:13,American Airlines Center,2010-11,
20101213_UTHVGSW,12/13/2010,21:00,Golden State Warriors,GSW,95,Utah Jazz,UTH,108,,19176,2:13,EnergySolutions Arena,2010-11,
20101214_CHAVTOR,12/14/2010,19:00,Toronto Raptors,TOR,91,Charlotte Bobcats,CHA,97,,12482,2:23,Time Warner Cable Arena,2010-11,
20101214_NJNVPHI,12/14/2010,19:00,Philadelphia 76ers,PHI,82,New Jersey Nets,NJN,77,,10151,2:16,Prudential Center,2010-11,
20101214_WASVLAL,12/14/2010,19:00,Los Angeles Lakers,LAL,103,Washington Wizards,WAS,89,,16513,2:18,Verizon Center,2010-11,
20101214_DETVATL,12/14/2010,19:30,Atlanta Hawks,ATL,80,Detroit Pistons,DET,103,,12526,2:16,The Palace of Auburn Hills,2010-11,
20101214_HOUVSAC,12/14/2010,20:30,Sacramento Kings,SAC,105,Houston Rockets,HOU,118,,13414,2:07,Toyota Center,2010-11,
20101214_DENVORL,12/14/2010,21:00,Orlando Magic,ORL,94,Denver Nuggets,DEN,111,,16247,2:13,Pepsi Center,2010-11,
20101214_GSWVMIN,12/14/2010,22:30,Minnesota Timberwolves,MIN,99,Golden State Warriors,GSW,108,,17615,2:17,Oracle Arena,2010-11,
20101215_INDVLAL,12/15/2010,19:00,Los Angeles Lakers,LAL,109,Indiana Pacers,IND,94,,18165,2:06,Conseco Fieldhouse,2010-11,
20101215_NYKVBOS,12/15/2010,19:00,Boston Celtics,BOS,118,New York Knicks,NYK,116,,19763,2:34,Madison Square Garden (IV),2010-11,
20101215_PHIVLAC,12/15/2010,19:00,Los Angeles Clippers,LAC,91,Philadelphia 76ers,PHI,105,,11775,2:22,Wells Fargo Center,2010-11,
20101215_TORVCHI,12/15/2010,19:00,Chicago Bulls,CHI,110,Toronto Raptors,TOR,93,,17750,2:11,Air Canada Centre,2010-11,
20101215_MIAVCLE,12/15/2010,19:30,Cleveland Cavaliers,CLE,95,Miami Heat,MIA,101,,19899,2:26,AmericanAirlines Arena,2010-11,
20101215_MEMVCHA,12/15/2010,20:00,Charlotte Bobcats,CHA,80,Memphis Grizzlies,MEM,113,,12219,2:14,FedEx Forum,2010-11,
20101215_NOHVSAC,12/15/2010,20:00,Sacramento Kings,SAC,91,New Orleans Hornets,NOH,94,,13325,2:23,New Orleans Arena,2010-11,
20101215_OKCVHOU,12/15/2010,20:00,Houston Rockets,HOU,105,Oklahoma City Thunder,OKC,117,,17997,2:14,Chesapeake Energy Arena,2010-11,
20101215_SASVMIL,12/15/2010,20:30,Milwaukee Bucks,MIL,90,San Antonio Spurs,SAS,92,,17644,2:09,AT&T Center,2010-11,
20101215_PHOVMIN,12/15/2010,21:00,Minnesota Timberwolves,MIN,122,Phoenix Suns,PHO,128,,16977,2:22,US Airways Center,2010-11,
20101215_DALVPOR,12/15/2010,21:30,Portland Trail Blazers,POR,98,Dallas Mavericks,DAL,103,,19531,2:23,American Airlines Center,2010-11,
20101216_NJNVWAS,12/16/2010,19:00,Washington Wizards,WAS,89,New Jersey Nets,NJN,97,,10764,2:33,Prudential Center,2010-11,
20101216_BOSVATL,12/16/2010,20:00,Atlanta Hawks,ATL,90,Boston Celtics,BOS,102,,18624,2:18,TD Garden,2010-11,
20101216_DENVSAS,12/16/2010,22:30,San Antonio Spurs,SAS,113,Denver Nuggets,DEN,112,,16190,2:41,Pepsi Center,2010-11,
20101217_INDVCLE,12/17/2010,19:00,Cleveland Cavaliers,CLE,99,Indiana Pacers,IND,108,,12021,2:14,Conseco Fieldhouse,2010-11,
20101217_NYKVMIA,12/17/2010,19:00,Miami Heat,MIA,113,New York Knicks,NYK,91,,19763,2:18,Madison Square Garden (IV),2010-11,
20101217_PHIVLAL,12/17/2010,19:00,Los Angeles Lakers,LAL,93,Philadelphia 76ers,PHI,81,,20366,2:12,Wells Fargo Center,2010-11,
20101217_TORVNJN,12/17/2010,19:00,New Jersey Nets,NJN,92,Toronto Raptors,TOR,98,,14623,2:28,Air Canada Centre,2010-11,
20101217_ATLVCHA,12/17/2010,19:30,Charlotte Bobcats,CHA,85,Atlanta Hawks,ATL,90,,15006,2:14,Philips Arena,2010-11,
20101217_DETVLAC,12/17/2010,19:30,Los Angeles Clippers,LAC,109,Detroit Pistons,DET,88,,16046,2:20,The Palace of Auburn Hills,2010-11,
20101217_NOHVUTH,12/17/2010,20:00,Utah Jazz,UTH,71,New Orleans Hornets,NOH,100,,14414,2:09,New Orleans Arena,2010-11,
20101217_OKCVSAC,12/17/2010,20:00,Sacramento Kings,SAC,87,Oklahoma City Thunder,OKC,102,,18203,2:18,Chesapeake Energy Arena,2010-11,
20101217_HOUVMEM,12/17/2010,20:30,Memphis Grizzlies,MEM,87,Houston Rockets,HOU,103,,14534,2:13,Toyota Center,2010-11,
20101217_DALVPHO,12/17/2010,21:30,Phoenix Suns,PHO,91,Dallas Mavericks,DAL,106,,20406,2:20,American Airlines Center,2010-11,
20101217_PORVMIN,12/17/2010,22:00,Minnesota Timberwolves,MIN,102,Portland Trail Blazers,POR,107,,20310,2:15,Rose Garden Arena,2010-11,
20101218_ORLVPHI,12/18/2010,19:00,Philadelphia 76ers,PHI,97,Orlando Magic,ORL,89,,18846,2:19,Amway Center,2010-11,
20101218_WASVMIA,12/18/2010,19:00,Miami Heat,MIA,95,Washington Wizards,WAS,94,,20278,2:25,Verizon Center,2010-11,
20101218_CLEVNYK,12/18/2010,19:30,New York Knicks,NYK,102,Cleveland Cavaliers,CLE,109,OT,20562,2:21,Quicken Loans Arena,2010-11,
20101218_CHIVLAC,12/18/2010,20:00,Los Angeles Clippers,LAC,100,Chicago Bulls,CHI,99,,21760,2:33,United Center,2010-11,
20101218_MILVUTH,12/18/2010,20:30,Utah Jazz,UTH,95,Milwaukee Bucks,MIL,86,,16004,2:06,Bradley Center,2010-11,
20101218_SASVMEM,12/18/2010,20:30,Memphis Grizzlies,MEM,106,San Antonio Spurs,SAS,112,OT,18581,2:25,AT&T Center,2010-11,
20101218_DENVMIN,12/18/2010,21:00,Minnesota Timberwolves,MIN,113,Denver Nuggets,DEN,115,,15409,2:25,Pepsi Center,2010-11,
20101218_PORVGSW,12/18/2010,22:00,Golden State Warriors,GSW,95,Portland Trail Blazers,POR,96,,20398,2:17,Rose Garden Arena,2010-11,
20101219_BOSVIND,12/19/2010,13:00,Indiana Pacers,IND,88,Boston Celtics,BOS,99,,18624,2:15,TD Garden,2010-11,
20101219_NJNVATL,12/19/2010,13:00,Atlanta Hawks,ATL,82,New Jersey Nets,NJN,89,,11295,2:16,Prudential Center,2010-11,
20101219_TORVLAL,12/19/2010,13:00,Los Angeles Lakers,LAL,120,Toronto Raptors,TOR,110,,19935,2:21,Air Canada Centre,2010-11,
20101219_DETVNOH,12/19/2010,18:00,New Orleans Hornets,NOH,108,Detroit Pistons,DET,111,OT,16452,2:43,The Palace of Auburn Hills,2010-11,
20101219_SACVHOU,12/19/2010,18:00,Houston Rockets,HOU,102,Sacramento Kings,SAC,93,,13599,2:13,Power Balance Pavilion,2010-11,
20101219_OKCVPHO,12/19/2010,19:00,Phoenix Suns,PHO,113,Oklahoma City Thunder,OKC,110,,18203,2:27,Chesapeake Energy Arena,2010-11,
20101220_ATLVORL,12/20/2010,19:00,Orlando Magic,ORL,81,Atlanta Hawks,ATL,91,,16275,2:31,Philips Arena,2010-11,
20101220_CLEVUTH,12/20/2010,19:00,Utah Jazz,UTH,101,Cleveland Cavaliers,CLE,90,,20562,2:02,Quicken Loans Arena,2010-11,
20101220_INDVNOH,12/20/2010,19:00,New Orleans Hornets,NOH,93,Indiana Pacers,IND,94,,12271,2:22,Conseco Fieldhouse,2010-11,
20101220_WASVCHA,12/20/2010,19:00,Charlotte Bobcats,CHA,75,Washington Wizards,WAS,108,,13825,2:13,Verizon Center,2010-11,
20101220_MIAVDAL,12/20/2010,19:30,Dallas Mavericks,DAL,98,Miami Heat,MIA,96,,20178,2:19,AmericanAirlines Arena,2010-11,
20101220_SASVPHO,12/20/2010,20:30,Phoenix Suns,PHO,110,San Antonio Spurs,SAS,118,,18581,2:16,AT&T Center,2010-11,
20101220_PORVMIL,12/20/2010,22:00,Milwaukee Bucks,MIL,80,Portland Trail Blazers,POR,106,,20406,2:11,Rose Garden Arena,2010-11,
20101220_GSWVHOU,12/20/2010,22:30,Houston Rockets,HOU,121,Golden State Warriors,GSW,112,,19256,2:17,Oracle Arena,2010-11,
20101220_LACVMIN,12/20/2010,22:30,Minnesota Timberwolves,MIN,90,Los Angeles Clippers,LAC,113,,16053,2:18,STAPLES Center,2010-11,
20101221_CHAVOKC,12/21/2010,19:00,Oklahoma City Thunder,OKC,99,Charlotte Bobcats,CHA,81,,16876,2:18,Time Warner Cable Arena,2010-11,
20101221_ORLVDAL,12/21/2010,19:00,Dallas Mavericks,DAL,105,Orlando Magic,ORL,99,,19057,2:17,Amway Center,2010-11,
20101221_CHIVPHI,12/21/2010,20:00,Philadelphia 76ers,PHI,76,Chicago Bulls,CHI,121,,21521,2:06,United Center,2010-11,
20101221_MEMVNJN,12/21/2010,20:00,New Jersey Nets,NJN,101,Memphis Grizzlies,MEM,94,,14113,2:21,FedEx Forum,2010-11,
20101221_SACVGSW,12/21/2010,22:00,Golden State Warriors,GSW,117,Sacramento Kings,SAC,109,OT,13740,2:43,Power Balance Pavilion,2010-11,
20101221_LALVMIL,12/21/2010,22:30,Milwaukee Bucks,MIL,98,Los Angeles Lakers,LAL,79,,18997,2:07,STAPLES Center,2010-11,
20101222_ATLVCLE,12/22/2010,19:00,Cleveland Cavaliers,CLE,84,Atlanta Hawks,ATL,98,,12610,2:05,Philips Arena,2010-11,
20101222_TORVDET,12/22/2010,19:00,Detroit Pistons,DET,115,Toronto Raptors,TOR,93,,15303,2:06,Air Canada Centre,2010-11,
20101222_WASVCHI,12/22/2010,19:00,Chicago Bulls,CHI,87,Washington Wizards,WAS,80,,18011,2:23,Verizon Center,2010-11,
20101222_BOSVPHI,12/22/2010,19:30,Philadelphia 76ers,PHI,80,Boston Celtics,BOS,84,,18624,2:23,TD Garden,2010-11,
20101222_NYKVOKC,12/22/2010,19:30,Oklahoma City Thunder,OKC,98,New York Knicks,NYK,112,,19763,2:13,Madison Square Garden (IV),2010-11,
20101222_MINVUTH,12/22/2010,20:00,Utah Jazz,UTH,112,Minnesota Timberwolves,MIN,107,,15809,2:28,Target Center,2010-11,
20101222_NOHVNJN,12/22/2010,20:00,New Jersey Nets,NJN,91,New Orleans Hornets,NOH,105,,15423,2:04,New Orleans Arena,2010-11,
20101222_SASVDEN,12/22/2010,20:30,Denver Nuggets,DEN,103,San Antonio Spurs,SAS,109,,18581,2:12,AT&T Center,2010-11,
20101222_LACVHOU,12/22/2010,22:30,Houston Rockets,HOU,97,Los Angeles Clippers,LAC,92,,17470,2:25,STAPLES Center,2010-11,
20101223_ORLVSAS,12/23/2010,20:00,San Antonio Spurs,SAS,101,Orlando Magic,ORL,123,,18916,2:15,Amway Center,2010-11,
20101223_SACVMIL,12/23/2010,22:00,Milwaukee Bucks,MIL,84,Sacramento Kings,SAC,79,,12360,2:09,Power Balance Pavilion,2010-11,
20101223_PHOVMIA,12/23/2010,22:30,Miami Heat,MIA,95,Phoenix Suns,PHO,83,,18422,2:26,US Airways Center,2010-11,
20101225_NYKVCHI,12/25/2010,12:00,Chicago Bulls,CHI,95,New York Knicks,NYK,103,,19763,2:24,Madison Square Garden (IV),2010-11,
20101225_ORLVBOS,12/25/2010,14:30,Boston Celtics,BOS,78,Orlando Magic,ORL,86,,19013,2:38,Amway Center,2010-11,
20101225_LALVMIA,12/25/2010,17:00,Miami Heat,MIA,96,Los Angeles Lakers,LAL,80,,18997,2:24,STAPLES Center,2010-11,
20101225_OKCVDEN,12/25/2010,20:00,Denver Nuggets,DEN,106,Oklahoma City Thunder,OKC,114,,18203,2:34,Chesapeake Energy Arena,2010-11,
20101225_GSWVPOR,12/25/2010,22:30,Portland Trail Blazers,POR,102,Golden State Warriors,GSW,109,,19596,2:29,Oracle Arena,2010-11,
20101226_LACVPHO,12/26/2010,15:00,Phoenix Suns,PHO,103,Los Angeles Clippers,LAC,108,,19060,2:27,STAPLES Center,2010-11,
20101226_CLEVMIN,12/26/2010,18:00,Minnesota Timberwolves,MIN,98,Cleveland Cavaliers,CLE,97,,20562,2:11,Quicken Loans Arena,2010-11,
20101226_DETVCHI,12/26/2010,18:00,Chicago Bulls,CHI,95,Detroit Pistons,DET,92,OT,20765,2:36,The Palace of Auburn Hills,2010-11,
20101226_INDVMEM,12/26/2010,19:00,Memphis Grizzlies,MEM,104,Indiana Pacers,IND,90,,12630,2:20,Conseco Fieldhouse,2010-11,
20101226_NOHVATL,12/26/2010,19:00,Atlanta Hawks,ATL,86,New Orleans Hornets,NOH,93,,15626,2:11,New Orleans Arena,2010-11,
