GameID,GameDate,Time,AwayTeam,AwayAbbrev,AwayPoints,HomeTeam,HomeAbbrev,HomePoints,Overtime,Attendance,LOG,Arena,SeasonID,Notes
20160104_DETVORL,1/4/2016,19:30,Orlando Magic,ORL,89,Detroit Pistons,DET,115,,14301,2:06,The Palace of Auburn Hills,2015-16,
20160104_MIAVIND,1/4/2016,19:30,Indiana Pacers,IND,100,Miami Heat,MIA,103,OT,19874,2:38,AmericanAirlines Arena,2015-16,
20160104_MILVSAS,1/4/2016,20:00,San Antonio Spurs,SAS,123,Milwaukee Bucks,MIL,98,,14718,2:09,BMO Harris Bradley Center,2015-16,
20160104_OKCVSAC,1/4/2016,20:00,Sacramento Kings,SAC,116,Oklahoma City Thunder,OKC,104,,18203,2:15,Chesapeake Energy Arena,2015-16,
20160104_UTHVHOU,1/4/2016,21:00,Houston Rockets,HOU,93,Utah Jazz,UTH,91,,17912,2:22,Vivint Smart Home Arena,2015-16,
20160104_PORVMEM,1/4/2016,22:00,Memphis Grizzlies,MEM,91,Portland Trail Blazers,POR,78,,18832,2:15,Moda Center,2015-16,
20160104_GSWVCHA,1/4/2016,22:30,Charlotte Hornets,CHA,101,Golden State Warriors,GSW,111,,19596,1:58,Oracle Arena,2015-16,
20160105_ATLVNYK,1/5/2016,20:00,New York Knicks,NYK,107,Atlanta Hawks,ATL,101,,15082,2:28,Philips Arena,2015-16,
20160105_CHIVMIL,1/5/2016,20:00,Milwaukee Bucks,MIL,106,Chicago Bulls,CHI,117,,21686,1:59,United Center,2015-16,
20160105_DALVSAC,1/5/2016,20:30,Sacramento Kings,SAC,116,Dallas Mavericks,DAL,117,2OT,20059,2:46,American Airlines Center,2015-16,
20160105_LALVGSW,1/5/2016,22:30,Golden State Warriors,GSW,109,Los Angeles Lakers,LAL,88,,18997,2:04,STAPLES Center,2015-16,
20160106_MIAVNYK,1/6/2016,19:00,New York Knicks,NYK,98,Miami Heat,MIA,90,,19987,2:17,AmericanAirlines Arena,2015-16,
20160106_ORLVIND,1/6/2016,19:00,Indiana Pacers,IND,95,Orlando Magic,ORL,86,,18846,2:10,Amway Center,2015-16,
20160106_WASVCLE,1/6/2016,19:00,Cleveland Cavaliers,CLE,121,Washington Wizards,WAS,115,,20356,2:09,Verizon Center,2015-16,
20160106_BOSVDET,1/6/2016,19:30,Detroit Pistons,DET,99,Boston Celtics,BOS,94,,18624,2:25,TD Garden,2015-16,
20160106_BKNVTOR,1/6/2016,19:30,Toronto Raptors,TOR,91,Brooklyn Nets,BKN,74,,14544,2:01,Barclays Center,2015-16,
20160106_MINVDEN,1/6/2016,20:00,Denver Nuggets,DEN,78,Minnesota Timberwolves,MIN,74,,12059,2:17,Target Center,2015-16,
20160106_NOHVDAL,1/6/2016,20:00,Dallas Mavericks,DAL,100,New Orleans Pelicans,NOH,91,,15255,2:09,Smoothie King Center,2015-16,
20160106_SASVUTH,1/6/2016,20:30,Utah Jazz,UTH,98,San Antonio Spurs,SAS,123,,18418,2:00,AT&T Center,2015-16,
20160106_PHOVCHA,1/6/2016,21:00,Charlotte Hornets,CHA,102,Phoenix Suns,PHO,111,,16910,2:06,Talking Stick Resort Arena,2015-16,
20160106_OKCVMEM,1/6/2016,21:30,Memphis Grizzlies,MEM,94,Oklahoma City Thunder,OKC,112,,18203,2:24,Chesapeake Energy Arena,2015-16,
20160106_PORVLAC,1/6/2016,22:00,Los Angeles Clippers,LAC,109,Portland Trail Blazers,POR,98,,18598,2:11,Moda Center,2015-16,
20160107_PHIVATL,1/7/2016,19:00,Atlanta Hawks,ATL,126,Philadelphia 76ers,PHI,98,,12611,2:09,Wells Fargo Center,2015-16,
20160107_CHIVBOS,1/7/2016,20:00,Boston Celtics,BOS,92,Chicago Bulls,CHI,101,,21497,2:11,United Center,2015-16,
20160107_HOUVUTH,1/7/2016,20:00,Utah Jazz,UTH,94,Houston Rockets,HOU,103,,18155,2:12,Toyota Center,2015-16,
20160107_SACVLAL,1/7/2016,22:30,Los Angeles Lakers,LAL,115,Sacramento Kings,SAC,118,,17386,2:27,Sleep Train Arena,2015-16,
20160108_WASVTOR,1/8/2016,19:00,Toronto Raptors,TOR,97,Washington Wizards,WAS,88,,17064,2:17,Verizon Center,2015-16,
20160108_BKNVORL,1/8/2016,19:30,Orlando Magic,ORL,83,Brooklyn Nets,BKN,77,,13907,2:01,Barclays Center,2015-16,
20160108_MEMVDEN,1/8/2016,20:00,Denver Nuggets,DEN,84,Memphis Grizzlies,MEM,91,,17499,2:23,FedEx Forum,2015-16,
20160108_MILVDAL,1/8/2016,20:00,Dallas Mavericks,DAL,95,Milwaukee Bucks,MIL,96,,16409,2:17,BMO Harris Bradley Center,2015-16,
20160108_MINVCLE,1/8/2016,20:00,Cleveland Cavaliers,CLE,125,Minnesota Timberwolves,MIN,99,,16768,2:17,Target Center,2015-16,
20160108_NOHVIND,1/8/2016,20:00,Indiana Pacers,IND,91,New Orleans Pelicans,NOH,86,,16895,2:09,Smoothie King Center,2015-16,
20160108_SASVNYK,1/8/2016,20:30,New York Knicks,NYK,99,San Antonio Spurs,SAS,100,,18420,2:03,AT&T Center,2015-16,
20160108_PHOVMIA,1/8/2016,21:30,Miami Heat,MIA,103,Phoenix Suns,PHO,95,,16866,2:17,Talking Stick Resort Arena,2015-16,
20160108_PORVGSW,1/8/2016,22:00,Golden State Warriors,GSW,128,Portland Trail Blazers,POR,108,,20035,2:03,Moda Center,2015-16,
20160108_LALVOKC,1/8/2016,22:30,Oklahoma City Thunder,OKC,117,Los Angeles Lakers,LAL,113,,18997,2:24,STAPLES Center,2015-16,
20160109_LACVCHA,1/9/2016,15:30,Charlotte Hornets,CHA,83,Los Angeles Clippers,LAC,97,,19060,2:02,STAPLES Center,2015-16,
20160109_ATLVCHI,1/9/2016,17:00,Chicago Bulls,CHI,105,Atlanta Hawks,ATL,120,,19010,2:11,Philips Arena,2015-16,
20160109_ORLVWAS,1/9/2016,19:00,Washington Wizards,WAS,105,Orlando Magic,ORL,99,,18058,2:12,Amway Center,2015-16,
20160109_DETVBKN,1/9/2016,19:30,Brooklyn Nets,BKN,89,Detroit Pistons,DET,103,,16406,1:57,The Palace of Auburn Hills,2015-16,
20160109_PHIVTOR,1/9/2016,19:30,Toronto Raptors,TOR,108,Philadelphia 76ers,PHI,95,,14100,2:09,Wells Fargo Center,2015-16,
20160109_UTHVMIA,1/9/2016,21:00,Miami Heat,MIA,83,Utah Jazz,UTH,98,,19911,2:10,Vivint Smart Home Arena,2015-16,
20160109_SACVGSW,1/9/2016,22:00,Golden State Warriors,GSW,128,Sacramento Kings,SAC,116,,17317,2:17,Sleep Train Arena,2015-16,
20160110_LACVNOH,1/10/2016,15:30,New Orleans Pelicans,NOH,111,Los Angeles Clippers,LAC,114,OT,19060,2:44,STAPLES Center,2015-16,
20160110_MINVDAL,1/10/2016,17:00,Dallas Mavericks,DAL,93,Minnesota Timberwolves,MIN,87,,14363,2:18,Target Center,2015-16,
20160110_MEMVBOS,1/10/2016,18:00,Boston Celtics,BOS,98,Memphis Grizzlies,MEM,101,,17112,2:25,FedEx Forum,2015-16,
20160110_PHIVCLE,1/10/2016,18:00,Cleveland Cavaliers,CLE,95,Philadelphia 76ers,PHI,85,,19226,2:11,Wells Fargo Center,2015-16,
20160110_HOUVIND,1/10/2016,19:00,Indiana Pacers,IND,103,Houston Rockets,HOU,107,OT,18133,2:28,Toyota Center,2015-16,
20160110_NYKVMIL,1/10/2016,19:30,Milwaukee Bucks,MIL,88,New York Knicks,NYK,100,,19812,2:10,Madison Square Garden (IV),2015-16,
20160110_DENVCHA,1/10/2016,20:00,Charlotte Hornets,CHA,92,Denver Nuggets,DEN,95,,11343,2:07,Pepsi Center,2015-16,
20160110_PORVOKC,1/10/2016,21:00,Oklahoma City Thunder,OKC,110,Portland Trail Blazers,POR,115,,19393,2:17,Moda Center,2015-16,
20160110_LALVUTH,1/10/2016,21:30,Utah Jazz,UTH,86,Los Angeles Lakers,LAL,74,,18997,2:07,STAPLES Center,2015-16,
20160111_BKNVSAS,1/11/2016,19:30,San Antonio Spurs,SAS,106,Brooklyn Nets,BKN,79,,15214,2:04,Barclays Center,2015-16,
20160111_CHIVWAS,1/11/2016,20:00,Washington Wizards,WAS,114,Chicago Bulls,CHI,100,,21409,2:06,United Center,2015-16,
20160111_GSWVMIA,1/11/2016,22:30,Miami Heat,MIA,103,Golden State Warriors,GSW,111,,19596,2:12,Oracle Arena,2015-16,
20160112_INDVPHO,1/12/2016,19:00,Phoenix Suns,PHO,97,Indiana Pacers,IND,116,,15284,2:30,Bankers Life Fieldhouse,2015-16,
20160112_DETVSAS,1/12/2016,19:30,San Antonio Spurs,SAS,109,Detroit Pistons,DET,99,,14273,2:29,The Palace of Auburn Hills,2015-16,
20160112_NYKVBOS,1/12/2016,19:30,Boston Celtics,BOS,114,New York Knicks,NYK,120,,19812,2:16,Madison Square Garden (IV),2015-16,
20160112_MEMVHOU,1/12/2016,20:00,Houston Rockets,HOU,107,Memphis Grizzlies,MEM,91,,16044,2:14,FedEx Forum,2015-16,
20160112_MILVCHI,1/12/2016,20:00,Chicago Bulls,CHI,101,Milwaukee Bucks,MIL,106,,16867,2:21,BMO Harris Bradley Center,2015-16,
20160112_MINVOKC,1/12/2016,20:00,Oklahoma City Thunder,OKC,101,Minnesota Timberwolves,MIN,96,,14791,2:14,Target Center,2015-16,
20160112_DALVCLE,1/12/2016,20:30,Cleveland Cavaliers,CLE,110,Dallas Mavericks,DAL,107,OT,20347,2:33,American Airlines Center,2015-16,
20160112_LALVNOH,1/12/2016,22:30,New Orleans Pelicans,NOH,91,Los Angeles Lakers,LAL,95,,18997,2:10,STAPLES Center,2015-16,
20160113_CHAVATL,1/13/2016,19:00,Atlanta Hawks,ATL,84,Charlotte Hornets,CHA,107,,15334,2:08,Time Warner Cable Arena,2015-16,
20160113_WASVMIL,1/13/2016,19:00,Milwaukee Bucks,MIL,101,Washington Wizards,WAS,106,,16248,2:15,Verizon Center,2015-16,
20160113_BKNVNYK,1/13/2016,19:30,New York Knicks,NYK,104,Brooklyn Nets,BKN,110,,17732,2:09,Barclays Center,2015-16,
20160113_BOSVIND,1/13/2016,20:00,Indiana Pacers,IND,94,Boston Celtics,BOS,103,,18624,2:18,TD Garden,2015-16,
20160113_HOUVMIN,1/13/2016,20:00,Minnesota Timberwolves,MIN,104,Houston Rockets,HOU,107,,17115,2:21,Toyota Center,2015-16,
20160113_OKCVDAL,1/13/2016,20:00,Dallas Mavericks,DAL,89,Oklahoma City Thunder,OKC,108,,18203,2:23,Chesapeake Energy Arena,2015-16,
20160113_DENVGSW,1/13/2016,21:00,Golden State Warriors,GSW,110,Denver Nuggets,DEN,112,,18004,2:19,Pepsi Center,2015-16,
20160113_PORVUTH,1/13/2016,22:00,Utah Jazz,UTH,85,Portland Trail Blazers,POR,99,,19393,2:05,Moda Center,2015-16,
20160113_SACVNOH,1/13/2016,22:00,New Orleans Pelicans,NOH,109,Sacramento Kings,SAC,97,,17317,2:02,Sleep Train Arena,2015-16,
20160113_LACVMIA,1/13/2016,22:30,Miami Heat,MIA,90,Los Angeles Clippers,LAC,104,,19194,2:20,STAPLES Center,2015-16,
20160114_ORLVTOR,1/14/2016,15:00,Toronto Raptors,TOR,106,Orlando Magic,ORL,103,OT,18689,2:36,The O2 Arena,2015-16,"at London, England"
20160114_PHIVCHI,1/14/2016,19:00,Chicago Bulls,CHI,115,Philadelphia 76ers,PHI,111,OT,14063,2:39,Wells Fargo Center,2015-16,
20160114_MEMVDET,1/14/2016,20:00,Detroit Pistons,DET,101,Memphis Grizzlies,MEM,103,,15977,2:08,FedEx Forum,2015-16,
20160114_SASVCLE,1/14/2016,20:00,Cleveland Cavaliers,CLE,95,San Antonio Spurs,SAS,99,,18418,2:23,AT&T Center,2015-16,
20160114_UTHVSAC,1/14/2016,21:00,Sacramento Kings,SAC,103,Utah Jazz,UTH,101,,17894,2:25,Vivint Smart Home Arena,2015-16,
20160114_GSWVLAL,1/14/2016,22:30,Los Angeles Lakers,LAL,98,Golden State Warriors,GSW,116,,19596,2:12,Oracle Arena,2015-16,
20160115_INDVWAS,1/15/2016,19:00,Washington Wizards,WAS,118,Indiana Pacers,IND,104,,18165,2:09,Bankers Life Fieldhouse,2015-16,
20160115_OKCVMIN,1/15/2016,19:00,Minnesota Timberwolves,MIN,93,Oklahoma City Thunder,OKC,113,,18203,2:17,Chesapeake Energy Arena,2015-16,
20160115_BOSVPHO,1/15/2016,19:30,Phoenix Suns,PHO,103,Boston Celtics,BOS,117,,18624,2:08,TD Garden,2015-16,
20160115_BKNVPOR,1/15/2016,19:30,Portland Trail Blazers,POR,116,Brooklyn Nets,BKN,104,,14749,2:04,Barclays Center,2015-16,
20160115_CHIVDAL,1/15/2016,20:00,Dallas Mavericks,DAL,83,Chicago Bulls,CHI,77,,22056,2:08,United Center,2015-16,
20160115_MILVATL,1/15/2016,20:00,Atlanta Hawks,ATL,101,Milwaukee Bucks,MIL,108,OT,15144,2:33,BMO Harris Bradley Center,2015-16,
20160115_NOHVCHA,1/15/2016,20:00,Charlotte Hornets,CHA,107,New Orleans Pelicans,NOH,109,,16876,2:08,Smoothie King Center,2015-16,
20160115_DENVMIA,1/15/2016,21:00,Miami Heat,MIA,98,Denver Nuggets,DEN,95,,15406,2:15,Pepsi Center,2015-16,
20160115_HOUVCLE,1/15/2016,21:30,Cleveland Cavaliers,CLE,91,Houston Rockets,HOU,77,,18320,2:27,Toyota Center,2015-16,
20160116_CHAVMIL,1/16/2016,19:00,Milwaukee Bucks,MIL,105,Charlotte Hornets,CHA,92,,18288,2:08,Time Warner Cable Arena,2015-16,
20160116_ATLVBKN,1/16/2016,19:30,Brooklyn Nets,BKN,86,Atlanta Hawks,ATL,114,,17052,2:02,Philips Arena,2015-16,
20160116_DETVGSW,1/16/2016,19:30,Golden State Warriors,GSW,95,Detroit Pistons,DET,113,,21584,2:25,The Palace of Auburn Hills,2015-16,
20160116_PHIVPOR,1/16/2016,19:30,Portland Trail Blazers,POR,89,Philadelphia 76ers,PHI,114,,15698,2:14,Wells Fargo Center,2015-16,
20160116_WASVBOS,1/16/2016,19:30,Boston Celtics,BOS,119,Washington Wizards,WAS,117,,20356,2:32,Verizon Center,2015-16,
20160116_MEMVNYK,1/16/2016,20:00,New York Knicks,NYK,95,Memphis Grizzlies,MEM,103,,18119,2:21,FedEx Forum,2015-16,
20160116_UTHVLAL,1/16/2016,21:00,Los Angeles Lakers,LAL,82,Utah Jazz,UTH,109,,19911,1:59,Vivint Smart Home Arena,2015-16,
20160116_LACVSAC,1/16/2016,22:30,Sacramento Kings,SAC,110,Los Angeles Clippers,LAC,103,,19191,2:18,STAPLES Center,2015-16,
20160117_MINVPHO,1/17/2016,15:30,Phoenix Suns,PHO,87,Minnesota Timberwolves,MIN,117,,14330,2:13,Target Center,2015-16,
20160117_OKCVMIA,1/17/2016,19:00,Miami Heat,MIA,74,Oklahoma City Thunder,OKC,99,,18203,2:04,Chesapeake Energy Arena,2015-16,
20160117_SASVDAL,1/17/2016,19:00,Dallas Mavericks,DAL,83,San Antonio Spurs,SAS,112,,18418,2:13,AT&T Center,2015-16,
20160117_DENVIND,1/17/2016,20:00,Indiana Pacers,IND,126,Denver Nuggets,DEN,129,,11104,2:29,Pepsi Center,2015-16,
20160117_LALVHOU,1/17/2016,21:30,Houston Rockets,HOU,112,Los Angeles Lakers,LAL,95,,18997,2:01,STAPLES Center,2015-16,
20160118_NYKVPHI,1/18/2016,13:00,Philadelphia 76ers,PHI,113,New York Knicks,NYK,119,2OT,19812,2:59,Madison Square Garden (IV),2015-16,
20160118_CHAVUTH,1/18/2016,14:00,Utah Jazz,UTH,119,Charlotte Hornets,CHA,124,2OT,17459,2:52,Time Warner Cable Arena,2015-16,
20160118_WASVPOR,1/18/2016,14:00,Portland Trail Blazers,POR,108,Washington Wizards,WAS,98,,17236,2:02,Verizon Center,2015-16,
20160118_MEMVNOH,1/18/2016,14:30,New Orleans Pelicans,NOH,99,Memphis Grizzlies,MEM,101,,18119,2:31,FedEx Forum,2015-16,
20160118_DETVCHI,1/18/2016,15:30,Chicago Bulls,CHI,111,Detroit Pistons,DET,101,,18935,2:05,The Palace of Auburn Hills,2015-16,
20160118_ATLVORL,1/18/2016,17:00,Orlando Magic,ORL,81,Atlanta Hawks,ATL,98,,17460,1:57,Philips Arena,2015-16,
20160118_TORVBKN,1/18/2016,19:30,Brooklyn Nets,BKN,100,Toronto Raptors,TOR,112,,19800,2:04,Air Canada Centre,2015-16,
20160118_CLEVGSW,1/18/2016,20:00,Golden State Warriors,GSW,132,Cleveland Cavaliers,CLE,98,,20562,2:27,Quicken Loans Arena,2015-16,
20160118_DALVBOS,1/18/2016,20:30,Boston Celtics,BOS,113,Dallas Mavericks,DAL,118,OT,19866,2:40,American Airlines Center,2015-16,
20160118_LACVHOU,1/18/2016,22:30,Houston Rockets,HOU,132,Los Angeles Clippers,LAC,140,OT,19060,2:57,STAPLES Center,2015-16,
20160119_MIAVMIL,1/19/2016,19:30,Milwaukee Bucks,MIL,91,Miami Heat,MIA,79,,19886,2:08,AmericanAirlines Arena,2015-16,
20160119_NOHVMIN,1/19/2016,20:00,Minnesota Timberwolves,MIN,99,New Orleans Pelicans,NOH,114,,14255,2:17,Smoothie King Center,2015-16,
20160119_DENVOKC,1/19/2016,21:00,Oklahoma City Thunder,OKC,110,Denver Nuggets,DEN,104,,12844,2:25,Pepsi Center,2015-16,
20160119_PHOVIND,1/19/2016,21:00,Indiana Pacers,IND,97,Phoenix Suns,PHO,94,,16802,2:26,Talking Stick Resort Arena,2015-16,
20160120_ORLVPHI,1/20/2016,19:00,Philadelphia 76ers,PHI,96,Orlando Magic,ORL,87,,17746,2:06,Amway Center,2015-16,
20160120_WASVMIA,1/20/2016,19:00,Miami Heat,MIA,87,Washington Wizards,WAS,106,,17008,2:06,Verizon Center,2015-16,
20160120_BKNVCLE,1/20/2016,19:30,Cleveland Cavaliers,CLE,91,Brooklyn Nets,BKN,78,,17732,1:59,Barclays Center,2015-16,
20160120_NYKVUTH,1/20/2016,19:30,Utah Jazz,UTH,111,New York Knicks,NYK,118,OT,19812,2:42,Madison Square Garden (IV),2015-16,
20160120_TORVBOS,1/20/2016,19:30,Boston Celtics,BOS,109,Toronto Raptors,TOR,115,,19800,2:09,Air Canada Centre,2015-16,
20160120_CHIVGSW,1/20/2016,20:00,Golden State Warriors,GSW,125,Chicago Bulls,CHI,94,,23152,2:11,United Center,2015-16,
20160120_HOUVDET,1/20/2016,20:00,Detroit Pistons,DET,123,Houston Rockets,HOU,114,,17203,2:25,Toyota Center,2015-16,
20160120_OKCVCHA,1/20/2016,20:00,Charlotte Hornets,CHA,95,Oklahoma City Thunder,OKC,109,,18203,2:10,Chesapeake Energy Arena,2015-16,
20160120_DALVMIN,1/20/2016,20:30,Minnesota Timberwolves,MIN,94,Dallas Mavericks,DAL,106,OT,19621,2:22,American Airlines Center,2015-16,
20160120_LALVSAC,1/20/2016,22:30,Sacramento Kings,SAC,112,Los Angeles Lakers,LAL,93,,18997,2:17,STAPLES Center,2015-16,
20160120_PORVATL,1/20/2016,22:30,Atlanta Hawks,ATL,104,Portland Trail Blazers,POR,98,,18783,2:25,Moda Center,2015-16,
20160121_CLEVLAC,1/21/2016,20:00,Los Angeles Clippers,LAC,102,Cleveland Cavaliers,CLE,115,,20562,2:27,Quicken Loans Arena,2015-16,
20160121_NOHVDET,1/21/2016,20:00,Detroit Pistons,DET,99,New Orleans Pelicans,NOH,115,,15281,2:06,Smoothie King Center,2015-16,
20160121_DENVMEM,1/21/2016,21:00,Memphis Grizzlies,MEM,102,Denver Nuggets,DEN,101,,16140,2:22,Pepsi Center,2015-16,
20160121_SACVATL,1/21/2016,22:00,Atlanta Hawks,ATL,88,Sacramento Kings,SAC,91,,17019,2:15,Sleep Train Arena,2015-16,
20160121_PHOVSAS,1/21/2016,22:30,San Antonio Spurs,SAS,117,Phoenix Suns,PHO,89,,16779,2:18,Talking Stick Resort Arena,2015-16,
20160122_ORLVCHA,1/22/2016,19:00,Charlotte Hornets,CHA,120,Orlando Magic,ORL,116,OT,18083,2:33,Amway Center,2015-16,
20160122_BOSVCHI,1/22/2016,19:30,Chicago Bulls,CHI,101,Boston Celtics,BOS,110,,18624,2:10,TD Garden,2015-16,
20160122_BKNVUTH,1/22/2016,19:30,Utah Jazz,UTH,108,Brooklyn Nets,BKN,86,,12809,2:02,Barclays Center,2015-16,
20160122_NYKVLAC,1/22/2016,19:30,Los Angeles Clippers,LAC,116,New York Knicks,NYK,88,,19812,2:19,Madison Square Garden (IV),2015-16,
20160122_HOUVMIL,1/22/2016,20:00,Milwaukee Bucks,MIL,98,Houston Rockets,HOU,102,,17196,2:14,Toyota Center,2015-16,
20160122_TORVMIA,1/22/2016,20:00,Miami Heat,MIA,81,Toronto Raptors,TOR,101,,19800,2:16,Air Canada Centre,2015-16,
20160122_DALVOKC,1/22/2016,20:30,Oklahoma City Thunder,OKC,109,Dallas Mavericks,DAL,106,,20284,2:07,American Airlines Center,2015-16,
20160122_GSWVIND,1/22/2016,22:30,Indiana Pacers,IND,110,Golden State Warriors,GSW,122,,19596,2:22,Oracle Arena,2015-16,
20160122_LALVSAS,1/22/2016,22:30,San Antonio Spurs,SAS,108,Los Angeles Lakers,LAL,95,,18997,1:57,STAPLES Center,2015-16,
20160123_CHAVNYK,1/23/2016,19:00,New York Knicks,NYK,84,Charlotte Hornets,CHA,97,,17768,2:18,Time Warner Cable Arena,2015-16,
20160123_NOHVMIL,1/23/2016,19:00,Milwaukee Bucks,MIL,99,New Orleans Pelicans,NOH,116,,16980,2:04,Smoothie King Center,2015-16,
20160123_MINVMEM,1/23/2016,20:00,Memphis Grizzlies,MEM,101,Minnesota Timberwolves,MIN,106,,15608,2:20,Target Center,2015-16,
20160123_CLEVCHI,1/23/2016,20:30,Chicago Bulls,CHI,96,Cleveland Cavaliers,CLE,83,,20562,2:15,Quicken Loans Arena,2015-16,
20160123_PHOVATL,1/23/2016,21:00,Atlanta Hawks,ATL,95,Phoenix Suns,PHO,98,,17034,2:12,Talking Stick Resort Arena,2015-16,
20160123_DENVDET,1/23/2016,21:30,Detroit Pistons,DET,101,Denver Nuggets,DEN,104,,14646,2:20,Pepsi Center,2015-16,
20160123_PORVLAL,1/23/2016,22:30,Los Angeles Lakers,LAL,103,Portland Trail Blazers,POR,121,,19728,2:07,Moda Center,2015-16,
20160123_SACVIND,1/23/2016,22:30,Indiana Pacers,IND,97,Sacramento Kings,SAC,108,,17419,2:22,Sleep Train Arena,2015-16,
20160124_HOUVDAL,1/24/2016,15:30,Dallas Mavericks,DAL,104,Houston Rockets,HOU,115,,18142,2:14,Toyota Center,2015-16,
20160124_TORVLAC,1/24/2016,18:00,Los Angeles Clippers,LAC,94,Toronto Raptors,TOR,112,,19800,2:21,Air Canada Centre,2015-16,
20160124_PHIVBOS,1/24/2016,19:00,Boston Celtics,BOS,112,Philadelphia 76ers,PHI,92,,9722,2:04,Wells Fargo Center,2015-16,
20160124_BKNVOKC,1/24/2016,19:30,Oklahoma City Thunder,OKC,106,Brooklyn Nets,BKN,116,,16019,2:05,Barclays Center,2015-16,
20160125_CLEVMIN,1/25/2016,19:00,Minnesota Timberwolves,MIN,107,Cleveland Cavaliers,CLE,114,,20562,2:14,Quicken Loans Arena,2015-16,
20160125_WASVBOS,1/25/2016,19:00,Boston Celtics,BOS,116,Washington Wizards,WAS,91,,11753,2:09,Verizon Center,2015-16,
20160125_CHIVMIA,1/25/2016,20:00,Miami Heat,MIA,89,Chicago Bulls,CHI,84,,21720,2:07,United Center,2015-16,
20160125_MEMVORL,1/25/2016,20:00,Orlando Magic,ORL,102,Memphis Grizzlies,MEM,108,OT,15779,2:26,FedEx Forum,2015-16,
20160125_NOHVHOU,1/25/2016,20:00,Houston Rockets,HOU,112,New Orleans Pelicans,NOH,111,,15688,2:20,Smoothie King Center,2015-16,
20160125_DENVATL,1/25/2016,21:00,Atlanta Hawks,ATL,119,Denver Nuggets,DEN,105,,10280,2:13,Pepsi Center,2015-16,
20160125_UTHVDET,1/25/2016,21:00,Detroit Pistons,DET,95,Utah Jazz,UTH,92,,18783,2:20,Vivint Smart Home Arena,2015-16,
20160125_SACVCHA,1/25/2016,22:00,Charlotte Hornets,CHA,129,Sacramento Kings,SAC,128,2OT,16991,3:10,Sleep Train Arena,2015-16,
20160125_GSWVSAS,1/25/2016,22:30,San Antonio Spurs,SAS,90,Golden State Warriors,GSW,120,,19596,2:13,Oracle Arena,2015-16,
20160126_INDVLAC,1/26/2016,19:00,Los Angeles Clippers,LAC,91,Indiana Pacers,IND,89,,15448,2:24,Bankers Life Fieldhouse,2015-16,
20160126_PHIVPHO,1/26/2016,19:00,Phoenix Suns,PHO,103,Philadelphia 76ers,PHI,113,,10851,2:18,Wells Fargo Center,2015-16,
20160126_BKNVMIA,1/26/2016,19:30,Miami Heat,MIA,102,Brooklyn Nets,BKN,98,,15267,2:07,Barclays Center,2015-16,
20160126_NYKVOKC,1/26/2016,19:30,Oklahoma City Thunder,OKC,128,New York Knicks,NYK,122,OT,19812,2:38,Madison Square Garden (IV),2015-16,
20160126_TORVWAS,1/26/2016,19:30,Washington Wizards,WAS,89,Toronto Raptors,TOR,106,,19800,2:17,Air Canada Centre,2015-16,
20160126_MILVORL,1/26/2016,20:00,Orlando Magic,ORL,100,Milwaukee Bucks,MIL,107,,11884,2:19,BMO Harris Bradley Center,2015-16,
20160126_PORVSAC,1/26/2016,22:00,Sacramento Kings,SAC,97,Portland Trail Blazers,POR,112,,19393,2:12,Moda Center,2015-16,
20160126_LALVDAL,1/26/2016,22:30,Dallas Mavericks,DAL,92,Los Angeles Lakers,LAL,90,,18997,2:15,STAPLES Center,2015-16,
20160127_CLEVPHO,1/27/2016,19:00,Phoenix Suns,PHO,93,Cleveland Cavaliers,CLE,115,,20562,2:07,Quicken Loans Arena,2015-16,
20160127_BOSVDEN,1/27/2016,19:30,Denver Nuggets,DEN,103,Boston Celtics,BOS,111,,18108,2:13,TD Garden,2015-16,
20160127_DETVPHI,1/27/2016,19:30,Philadelphia 76ers,PHI,97,Detroit Pistons,DET,110,,13712,2:25,The Palace of Auburn Hills,2015-16,
20160127_ATLVLAC,1/27/2016,20:00,Los Angeles Clippers,LAC,85,Atlanta Hawks,ATL,83,,17664,2:19,Philips Arena,2015-16,
20160127_MINVOKC,1/27/2016,20:00,Oklahoma City Thunder,OKC,126,Minnesota Timberwolves,MIN,123,,13337,2:16,Target Center,2015-16,
20160127_SASVHOU,1/27/2016,20:00,Houston Rockets,HOU,99,San Antonio Spurs,SAS,130,,18418,2:27,AT&T Center,2015-16,
20160127_UTHVCHA,1/27/2016,21:00,Charlotte Hornets,CHA,73,Utah Jazz,UTH,102,,16683,2:06,Vivint Smart Home Arena,2015-16,
20160127_GSWVDAL,1/27/2016,22:30,Dallas Mavericks,DAL,107,Golden State Warriors,GSW,127,,19596,2:10,Oracle Arena,2015-16,
20160128_INDVATL,1/28/2016,19:00,Atlanta Hawks,ATL,92,Indiana Pacers,IND,111,,15196,2:10,Bankers Life Fieldhouse,2015-16,
20160128_WASVDEN,1/28/2016,19:00,Denver Nuggets,DEN,117,Washington Wizards,WAS,113,,15146,2:30,Verizon Center,2015-16,
20160128_MEMVMIL,1/28/2016,20:00,Milwaukee Bucks,MIL,83,Memphis Grizzlies,MEM,103,,15244,2:09,FedEx Forum,2015-16,
20160128_NOHVSAC,1/28/2016,20:00,Sacramento Kings,SAC,105,New Orleans Pelicans,NOH,114,,15636,2:08,Smoothie King Center,2015-16,
